db,id,year,title,venue,type,url,query,already_screened_d01,triage_score,triage_terms
openalex,https://openalex.org/W7112473331,2023,Drone inişine yönelik görüş tabanlı kalite farkındalığında otonom navigasyon ve haritalama için bir kontrol teorisi yaklaşımı,Istanbul Technical University Academic Open Archive (Istanbul Technical University),dissertation,http://hdl.handle.net/11527/26381,PX4 ArduPilot recovery benchmark,False,0,
openalex,doi:10.55248/gengpi.6.0625.2358,2025,Drone-Based Detection Systems for Resource Exploration,International Journal of Research Publication and Reviews,article,https://doi.org/10.55248/gengpi.6.0625.2358,PX4 ArduPilot recovery benchmark,False,0,
openalex,doi:10.48550/arxiv.2208.02699,2022,Ellipsis: Towards Efficient System Auditing for Real-Time Systems,arXiv (Cornell University),preprint,https://doi.org/10.48550/arxiv.2208.02699,PX4 ArduPilot recovery benchmark,False,0,
openalex,doi:10.1109/access.2021.3049433,2021,Experimental Evaluation of a Team of Multiple Unmanned Aerial Vehicles for Cooperative Construction,IEEE Access,article,https://doi.org/10.1109/access.2021.3049433,PX4 ArduPilot recovery benchmark,False,0,
openalex,doi:10.1111/jbl.12345,2023,Exploring blockchain for disaster prevention and relief: A comprehensive framework based on industry case studies,Journal of Business Logistics,article,https://doi.org/10.1111/jbl.12345,UAV communication loss contingency recovery contract,False,0,
openalex,doi:10.33915/etd.6015,2015,Fault Tolerance Analysis of L1 Adaptive Control System for Unmanned Aerial Vehicles,,dissertation,https://doi.org/10.33915/etd.6015,UAV autopilot failsafe configuration testing fuzzing,False,0,
openalex,https://openalex.org/W3045442228,2020,Hardware-Aided Privacy Protection and Cyber Defense for IoT,VTechWorks (Virginia Tech),dissertation,http://hdl.handle.net/10919/98791,PX4 ArduPilot recovery benchmark,False,0,
openalex,doi:10.51593/20200089,2021,Harnessed Lightning: How the Chinese Military is Adopting Artificial Intelligence,,report,https://doi.org/10.51593/20200089,UAV communication loss contingency recovery contract,False,0,
openalex,https://openalex.org/W1545821427,2008,High Altitude Electromagnetic Pulse (HEMP) and High Power Microwave (HPM) Devices: Threat Assessments,University of North Texas Digital Library (University of North Texas),report,https://digital.library.unt.edu/ark:/67531/metacrs6028/,UAV communication loss contingency recovery contract,False,0,
openalex,doi:10.1109/access.2021.3103680,2021,Human Centric Digital Transformation and Operator 4.0 for the Oil and Gas Industry,IEEE Access,article,https://doi.org/10.1109/access.2021.3103680,UAV communication loss contingency recovery contract,False,0,
openalex,doi:10.1109/icuas.2019.8797932,2019,ICUAS 2019 Final Program,,conference-paper,https://doi.org/10.1109/icuas.2019.8797932,PX4 ArduPilot failsafe differential testing,False,0,
openalex,doi:10.1613/jair.1112,2003,Interactive Execution Monitoring of Agent Teams,Journal of Artificial Intelligence Research,article,https://doi.org/10.1613/jair.1112,UAV communication loss contingency recovery contract,False,0,
openalex,doi:10.1017/s0373463313000337,2013,Introducing Unmanned Aircraft Systems into a High Reliability ATC System,Journal of Navigation,article,https://doi.org/10.1017/s0373463313000337,UAV communication loss contingency recovery contract,False,0,
openalex,doi:10.12794/metadc2416009,2024,Intrusion Detection System for Drones,,dissertation,https://doi.org/10.12794/metadc2416009,PX4 ArduPilot recovery benchmark,False,0,
openalex,doi:10.48550/arxiv.2501.11864,2025,LLM-Agents Driven Automated Simulation Testing and Analysis of small Uncrewed Aerial Systems,arXiv (Cornell University),preprint,https://doi.org/10.48550/arxiv.2501.11864,UAV autopilot failsafe configuration testing fuzzing,False,0,
openalex,doi:10.1177/09670106241265636,2024,Late modern war and the geos : The ecological ‘beforemaths’ of advanced military technologies,Security Dialogue,article,https://doi.org/10.1177/09670106241265636,UAV communication loss contingency recovery contract,False,0,
openalex,doi:10.1002/rse2.58,2017,"Location, location, location: considerations when using lightweight drones in challenging environments",Remote Sensing in Ecology and Conservation,article,https://doi.org/10.1002/rse2.58,UAV communication loss contingency recovery contract,False,0,
openalex,doi:10.1002/rob.20221,2007,Maintaining network connectivity and performance in robot teams,Journal of Field Robotics,article,https://doi.org/10.1002/rob.20221,UAV communication loss contingency recovery contract,False,0,
openalex,doi:10.48550/arxiv.1801.06847,2018,Monocular Imaging-based Autonomous Tracking for Low-cost Quad-rotor\n Design - TraQuad,arXiv (Cornell University),preprint,https://doi.org/10.48550/arxiv.1801.06847,PX4 ArduPilot recovery benchmark,False,0,
openalex,doi:10.3384/lic.diva-152488,2018,On Subscale Flight Testing : Applications in Aircraft Conceptual Design,Linköping studies in science and technology. Thesis,book,https://doi.org/10.3384/lic.diva-152488,PX4 ArduPilot recovery benchmark,False,0,
openalex,doi:10.1109/icuas51884.2021.9476814,2021,OpenUAS Version 1.0,,conference-paper,https://doi.org/10.1109/icuas51884.2021.9476814,PX4 ArduPilot recovery benchmark,False,0,
openalex,doi:10.3390/fire6110419,2023,Optimizing Drone-Based Surface Models for Prescribed Fire Monitoring,Fire,article,https://doi.org/10.3390/fire6110419,PX4 ArduPilot recovery benchmark,False,0,
openalex,doi:10.3390/jmse9020112,2021,Perspectives on Cyber Security for Offshore Oil and Gas Assets,Journal of Marine Science and Engineering,article,https://doi.org/10.3390/jmse9020112,UAV communication loss contingency recovery contract,False,0,
openalex,doi:10.1016/j.ssci.2021.105346,2021,Planning remote sensing emergency services: Bridging the gap between remote sensing science and emergency practice in China,Safety Science,article,https://doi.org/10.1016/j.ssci.2021.105346,UAV communication loss contingency recovery contract,False,0,
openalex,doi:10.3390/app11114823,2021,Post-Flood Risk Management and Resilience Building Practices: A Case Study,Applied Sciences,article,https://doi.org/10.3390/app11114823,UAV communication loss contingency recovery contract,False,0,
openalex,doi:10.48550/arxiv.2101.10113,2021,ROS-NetSim: A Framework for the Integration of Robotic and Network Simulators,arXiv (Cornell University),preprint,https://doi.org/10.48550/arxiv.2101.10113,PX4 ArduPilot recovery benchmark,False,0,
openalex,doi:10.1016/j.ast.2019.105528,2019,Reconfigurable Mission Plans for RPAS,Aerospace Science and Technology,article,https://doi.org/10.1016/j.ast.2019.105528,UAV communication loss contingency recovery contract,False,0,
openalex,doi:10.3390/electronics10192377,2021,Reliable Internet of Things: Challenges and Future Trends,Electronics,article,https://doi.org/10.3390/electronics10192377,UAV communication loss contingency recovery contract,False,0,
openalex,doi:10.1145/3728904,2025,RouthSearch: Inferring PID Parameter Specification for Flight Control Program by Coordinate Search,Proceedings of the ACM on software engineering.,article,https://doi.org/10.1145/3728904,PX4 ArduPilot recovery benchmark,False,0,
openalex,doi:10.3390/electronics15061204,2026,"Securing Unmanned Devices in Critical Infrastructure: A Survey of Hardware, Network, and Swarm Intelligence",Electronics,article,https://doi.org/10.3390/electronics15061204,PX4 ArduPilot recovery benchmark,False,0,
openalex,doi:10.1016/j.fmre.2024.08.002,2024,Supply chain resilience: A review from the inventory management perspective,Fundamental Research,article,https://doi.org/10.1016/j.fmre.2024.08.002,UAV communication loss contingency recovery contract,False,0,
openalex,https://openalex.org/W7165500865,2026,Technology for FPV drone,Brno University of Technology Digital Library (Brno University of Technology),dissertation,https://hdl.handle.net/11012/258864,PX4 ArduPilot failsafe differential testing,False,0,
openalex,https://openalex.org/W178530184,2008,The Hidden Human Factors in Unmanned Aerial Vehicles,ENLIGHTEN (Jurnal Bimbingan dan Konseling Islam),conference-paper,http://eprints.gla.ac.uk/view/author/3925.html>,UAV communication loss contingency recovery contract,False,0,
openalex,doi:10.1016/j.iot.2022.100579,2022,"The applications of Internet of Things in the automotive industry: A review of the batteries, fuel cells, and engines",Internet of Things,article,https://doi.org/10.1016/j.iot.2022.100579,UAV communication loss contingency recovery contract,False,0,
openalex,doi:10.1016/j.jss.2023.111904,2023,The slow and the furious? Performance antipattern detection in Cyber–Physical Systems,Journal of Systems and Software,article,https://doi.org/10.1016/j.jss.2023.111904,PX4 ArduPilot recovery benchmark,False,0,
openalex,doi:10.1109/access.2022.3183989,2022,Toward Integrating Intelligence and Programmability in Open Radio Access Networks: A Comprehensive Survey,IEEE Access,article,https://doi.org/10.1109/access.2022.3183989,UAV communication loss contingency recovery contract,False,0,
openalex,doi:10.3389/fenrg.2023.1258044,2023,"Transitioning to sustainable energy: opportunities, challenges, and the potential of blockchain technology",Frontiers in Energy Research,article,https://doi.org/10.3389/fenrg.2023.1258044,UAV communication loss contingency recovery contract,False,0,
openalex,https://openalex.org/W1822274696,2003,Unmanned Aerial Vehicles: Background and Issues for Congress,University of North Texas Digital Library (University of North Texas),report,https://digital.library.unt.edu/ark:/67531/metacrs5693/,UAV communication loss contingency recovery contract,False,0,
openalex,doi:10.7302/3025,2021,Vision-Based Control of Unmanned Aerial Vehicles for Automated Structural Monitoring and Geo-Structural Analysis of Civil Infrastructure Systems,Deep Blue (University of Michigan),dissertation,https://doi.org/10.7302/3025,PX4 ArduPilot recovery benchmark,False,0,
openalex,https://openalex.org/W7133100854,2026,"Виявлення вразливостей за допомогою великих мовних моделей у програмних рішеннях, орієнтованих на беспілотні літальні апарати",The Scientific Issues of Ternopil Volodymyr Hnatiuk National Pedagogical University Series pedagogy,article,https://journals.uran.ua/eejet/article/view/352029,PX4 ArduPilot recovery benchmark,False,0,
openalex,https://openalex.org/W7160731678,2025,トンボプロペラ搭載型衝突許容ドローンの実現に向けた研究：モデリング・センシング・制御,Institutional Repositories DataBase (IRDB),dissertation,https://hdl.handle.net/10119/20094,PX4 ArduPilot recovery benchmark,False,0,
